status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,Column1,Column2,Column3,Column4,date,time
3746,photo,2017-07-17 02:45:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-07-17,02:45:00
3754,photo,2017-07-13 09:11:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-07-13,09:11:00
3756,photo,2017-07-12 07:58:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-07-12,07:58:00
3757,photo,2017-07-11 08:58:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-07-11,08:58:00
3768,photo,2017-07-10 03:18:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-07-10,03:18:00
3771,photo,2017-07-09 05:51:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-07-09,05:51:00
3776,photo,2017-07-08 07:17:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-07-08,07:17:00
3778,photo,2017-07-07 23:22:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-07-07,23:22:00
3780,photo,2017-07-07 23:19:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-07-07,23:19:00
3781,photo,2017-07-07 09:00:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-07-07,09:00:00
3787,photo,2017-07-04 09:48:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-07-04,09:48:00
3788,photo,2017-07-04 04:53:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-07-04,04:53:00
3792,photo,2017-07-03 09:13:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-07-03,09:13:00
3793,photo,2017-07-03 09:07:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-07-03,09:07:00
3799,photo,2017-07-01 09:53:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-07-01,09:53:00
3803,photo,2017-06-29 09:13:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-06-29,09:13:00
3804,photo,2017-06-29 01:30:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-06-29,01:30:00
3805,photo,2017-06-28 08:26:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-06-28,08:26:00
3808,photo,2017-06-27 05:28:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-06-27,05:28:00
3812,photo,2017-06-26 07:46:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-06-26,07:46:00
3813,photo,2017-06-26 06:15:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-06-26,06:15:00
3814,photo,2017-06-26 06:13:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-06-26,06:13:00
3821,photo,2017-06-24 07:34:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-06-24,07:34:00
3827,photo,2017-06-23 09:24:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-06-23,09:24:00
3830,photo,2017-06-23 03:45:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-06-23,03:45:00
3835,photo,2017-06-21 03:59:00.000000 UTC,1,0,1,1,0,0,0,0,0,,,,,2017-06-21,03:59:00
3840,photo,2017-06-18 23:15:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-06-18,23:15:00
3844,photo,2017-06-16 09:12:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-06-16,09:12:00
4030,video,2018-06-11 23:29:00.000000 UTC,1,0,1,1,0,0,0,0,0,,,,,2018-06-11,23:29:00
4034,video,2018-06-05 02:00:00.000000 UTC,1,0,3,1,0,0,0,0,0,,,,,2018-06-05,02:00:00
4042,video,2018-05-29 23:26:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-05-29,23:26:00
4045,video,2018-05-28 04:05:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-05-28,04:05:00
4055,video,2018-05-21 04:17:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-05-21,04:17:00
4059,video,2018-05-20 00:16:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-05-20,00:16:00
4060,video,2018-05-19 23:00:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-05-19,23:00:00
4063,video,2018-05-17 01:31:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-05-17,01:31:00
4070,video,2018-05-14 22:39:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-05-14,22:39:00
4072,video,2018-05-13 22:57:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-05-13,22:57:00
4073,video,2018-05-13 02:14:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-05-13,02:14:00
4076,video,2018-05-11 03:20:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-05-11,03:20:00
4077,video,2018-05-10 03:32:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-05-10,03:32:00
4085,video,2018-05-02 07:52:00.000000 UTC,1,0,1,1,0,0,0,0,0,,,,,2018-05-02,07:52:00
4095,video,2018-04-09 03:46:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-04-09,03:46:00
4098,video,2018-04-06 23:21:00.000000 UTC,1,0,1,1,0,0,0,0,0,,,,,2018-04-06,23:21:00
4105,video,2018-03-31 08:34:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-03-31,08:34:00
4109,video,2018-03-29 07:36:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-03-29,07:36:00
4118,video,2018-03-22 22:11:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-03-22,22:11:00
4120,video,2018-03-22 00:06:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-03-22,00:06:00
4125,video,2018-03-18 04:03:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-03-18,04:03:00
4132,video,2018-03-09 08:11:00.000000 UTC,1,0,1,1,0,0,0,0,0,,,,,2018-03-09,08:11:00
4137,video,2018-03-07 22:47:00.000000 UTC,1,0,1,1,0,0,0,0,0,,,,,2018-03-07,22:47:00
4142,video,2018-03-05 08:36:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-03-05,08:36:00
4144,video,2018-03-05 02:11:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-03-05,02:11:00
4147,video,2018-03-04 02:55:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-03-04,02:55:00
4148,video,2018-03-03 02:45:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-03-03,02:45:00
4154,video,2018-02-28 23:00:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-02-28,23:00:00
4163,video,2018-02-22 07:14:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-02-22,07:14:00
4167,photo,2018-02-17 03:31:00.000000 UTC,1,1,1,1,0,0,0,0,0,,,,,2018-02-17,03:31:00
4168,video,2018-02-11 07:29:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-02-11,07:29:00
4177,video,2018-01-26 05:51:00.000000 UTC,1,0,1,1,0,0,0,0,0,,,,,2018-01-26,05:51:00
4178,video,2018-01-25 05:11:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-01-25,05:11:00
4180,video,2018-01-24 08:17:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-01-24,08:17:00
4188,video,2018-01-20 09:18:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-01-20,09:18:00
4189,video,2018-01-20 07:41:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-01-20,07:41:00
4194,video,2018-01-14 02:53:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-01-14,02:53:00
4199,video,2018-01-10 07:12:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-01-10,07:12:00
4203,video,2018-01-08 07:02:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-01-08,07:02:00
4204,video,2018-01-07 08:42:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-01-07,08:42:00
4205,video,2018-01-07 08:27:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-01-07,08:27:00
4208,video,2018-01-06 07:16:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2018-01-06,07:16:00
4235,video,2017-12-23 07:59:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-12-23,07:59:00
4246,video,2017-12-17 05:19:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-12-17,05:19:00
4253,video,2017-12-14 09:26:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-12-14,09:26:00
4257,video,2017-12-12 08:46:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-12-12,08:46:00
4263,video,2017-12-10 08:44:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-12-10,08:44:00
4264,video,2017-12-10 07:54:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-12-10,07:54:00
4266,video,2017-12-10 03:21:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-12-10,03:21:00
4269,video,2017-12-09 09:26:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-12-09,09:26:00
4270,video,2017-12-09 08:28:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-12-09,08:28:00
4274,video,2017-12-08 08:40:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-12-08,08:40:00
4284,video,2017-12-05 02:54:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-12-05,02:54:00
4288,video,2017-12-04 08:57:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-12-04,08:57:00
4292,video,2017-12-03 08:40:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-12-03,08:40:00
4310,video,2017-12-02 04:07:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-12-02,04:07:00
4322,video,2017-12-01 08:00:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-12-01,08:00:00
4324,video,2017-12-01 07:32:00.000000 UTC,1,1,0,1,0,0,0,0,0,,,,,2017-12-01,07:32:00
4326,video,2017-12-01 07:12:00.000000 UTC,1,1,0,1,0,0,0,0,0,,,,,2017-12-01,07:12:00
4335,video,2017-11-29 09:53:00.000000 UTC,1,1,0,1,0,0,0,0,0,,,,,2017-11-29,09:53:00
4336,video,2017-11-29 09:08:00.000000 UTC,1,1,0,1,0,0,0,0,0,,,,,2017-11-29,09:08:00
4337,video,2017-11-29 08:35:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-11-29,08:35:00
4345,video,2017-11-27 03:02:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-11-27,03:02:00
4348,video,2017-11-26 08:50:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-11-26,08:50:00
4351,video,2017-11-26 05:05:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-11-26,05:05:00
4353,video,2017-11-26 03:11:00.000000 UTC,1,0,0,1,0,0,0,0,0,,,,,2017-11-26,03:11:00
